country,year,qod,instaccount,elecaccount,socaccount,qog,fisccap,coordcap,delivcap,qol,soclife,econlife,envlife,uncertainty,trust,confgov,population,gdp_capita,gdp_growth,inflation,regime,globalization,civil_war,interstate_conflict
AGO,2000,32.26,25.92,25.19,42.84,29.11,71.74,29.37,29.28,23.74,28.54,16.73,56.49,0.0359837,,,16395477,2316,3.05462423430785,324.996871601321,0,41.8797035217285,0,0
AGO,2001,32.48,25.47,25.22,43.1,27.96,56.61,29.58,29.04,21.5,29.28,21.37,26.36,0.03639935,,,16945753,2487,4.2059985561951,152.561022469299,0,40.7572937011719,0,0
AGO,2002,32.02,24.17,25.25,43.45,25.27,45.97,31.27,24.2,24.71,32.02,23.91,31.0,0.0140639,,,17519418,2901,13.6656865230232,108.897436089429,0,38.948055267334,1,0
AGO,2003,33.78,23.83,25.25,45.42,25.81,48.24,32.26,24.05,26.87,34.66,23.93,31.82,0.0126369,,,18121477,3119,2.98985001039553,98.2241436573305,0,40.2001686096191,1,0
AGO,2004,33.75,23.9,25.16,45.49,25.92,51.4,32.24,23.87,28.63,35.24,29.85,32.77,0.02558965,,,18758138,3524,10.9528617687103,43.5421067519686,0,40.2421607971191,1,0
AGO,2005,34.52,23.93,25.57,46.79,25.96,52.33,32.31,23.72,27.41,36.5,17.99,33.72,0.0590732,,,19433604,4266,15.0289153175302,22.953513851394,0,41.234260559082,0,0
AGO,2006,34.63,23.9,25.1,46.82,27.33,67.88,32.33,23.91,29.17,37.48,22.4,34.57,0.0130048,,,20149905,5562,11.5476831781633,13.3052101780031,0,41.7217826843262,0,0
AGO,2007,34.33,24.24,25.31,46.7,27.26,64.77,32.33,24.24,31.41,38.93,25.0,39.44,0.003861175,,,20905360,6921,14.0100182426328,12.2514974459487,0,42.6016006469727,1,0
AGO,2008,37.94,25.01,52.67,46.72,28.26,73.8,32.35,24.74,27.53,33.8,25.3,40.35,0,,,21695636,7821,11.1661383303614,12.4758291326398,0,42.7307586669922,0,0
AGO,2009,38.08,24.84,52.58,47.46,26.55,50.7,32.7,24.75,27.92,34.2,27.75,37.02,0.0166773,,,22514275,7745,0.858712615098284,13.7302839288409,0,43.6982269287109,1,0
AGO,2010,38.3,21.14,54.17,47.55,27.04,52.62,33.47,24.69,33.73,42.36,24.4,37.74,0.006083425,,,23356247,7692,4.40393254343761,14.4696564932576,1,44.3089370727539,0,0
AGO,2011,38.14,20.92,53.99,47.41,26.96,55.02,33.18,24.59,30.07,36.94,27.17,37.76,0.049250525,,,24220660,7675,3.47197634454024,13.4824679218512,1,44.7579307556152,0,0
AGO,2012,37.25,22.2,52.85,47.34,26.75,51.58,33.21,24.56,35.99,44.2,26.83,39.67,0.0259853,,,25107925,8037,8.54218764265372,10.2779049218839,1,44.3159408569336,0,0
AGO,2013,37.67,24.82,52.67,46.82,25.48,47.31,31.12,24.54,37.42,45.11,30.27,40.6,0.014882775,,,26015786,8141,4.95454464636187,8.77781429332618,1,43.9877510070801,0,0
AGO,2014,37.64,24.48,52.61,46.91,24.98,41.63,30.98,24.65,37.58,46.23,29.08,36.18,0.04713175,,,26941773,8240,4.82262756838996,7.28038730361125,1,43.3737258911133,0,0
AGO,2015,37.67,24.63,52.79,46.79,24.15,34.17,30.82,24.21,39.55,47.4,29.89,43.62,0.004551225,,,27884380,8036,0.943571561325001,9.15037207517202,1,43.7930526733398,0,0
AGO,2016,37.67,24.46,52.76,46.98,23.71,29.09,30.79,24.07,40.49,47.59,33.9,43.69,0.01934025,,,28842482,7569,-2.58004964404932,30.6953129934938,1,42.0311698913574,1,0
AGO,2017,40.64,30.16,55.25,48.38,31.82,28.53,39.41,32.39,41.2,49.63,28.67,44.69,0.07329335,,,29816769,7311,-0.147212941085755,29.8435866918797,1,40.9868354797363,1,0
AGO,2018,44.83,33.38,55.34,54.56,37.8,32.49,42.68,40.42,41.68,50.16,27.93,46.38,0.0570854,,,30809787,6934,-2.00362972730201,19.6286077209765,1,42.5292015075684,0,0
AGO,2019,45.72,39.61,55.37,54.18,37.2,32.13,41.67,40.12,42.45,50.51,29.71,46.87,0.07850415,,,31825299,6670,-0.624644317706895,17.0812152138993,1,42.2961196899414,1,0
ALB,2000,61.6,71.2,55.57,73.75,43.25,26.81,46.69,48.14,69.04,75.78,41.7,82.96,0.004713175,,,3089027,5912,6.94621658543626,0.0500181363468233,1,48.7190589904785,0,0
ALB,2001,65.37,71.25,62.26,74.94,46.5,26.27,52.54,49.44,71.53,77.82,45.75,83.54,0.029258,,,3060173,6462,8.2933126362982,3.10758827031435,1,52.5965690612793,0,0
ALB,2002,65.98,70.82,62.7,75.08,46.36,22.64,52.62,49.67,70.64,76.33,46.83,84.1,0.034556425,0.24369748,2.6190476,3051010,6776,4.53652415746586,7.77052583431551,1,56.1718940734863,0,0
ALB,2003,66.15,70.26,62.85,74.72,46.45,22.57,52.67,49.75,71.28,77.04,46.74,84.85,0.01038625,,,3039616,7178,5.5286374640865,0.484002611818484,1,55.2885665893555,0,0
ALB,2004,66.48,70.75,63.37,75.58,46.55,24.27,52.6,49.74,70.69,75.75,48.55,85.71,0,,,3026939,7605,5.51466791001826,2.28001916938099,1,56.8336410522461,0,0
ALB,2005,69.4,70.62,67.74,76.67,46.15,24.89,52.62,48.91,72.19,77.3,49.45,86.24,0.036891425,,,3011487,8067,5.52642424110965,2.36658195679796,2,56.7056846618652,0,0
ALB,2006,70.06,70.36,67.77,78.35,46.86,25.36,54.21,48.87,72.87,78.33,48.08,87.14,0.075413525,,,2992547,8597,5.90265903803065,2.37072831904283,2,60.4610252380371,0,0
ALB,2007,69.89,71.08,67.6,78.21,46.93,25.87,54.11,48.91,74.91,80.69,48.86,87.9,0.023257,,,2970017,9180,5.98325952322337,2.93268248162319,2,63.1456832885742,0,0
ALB,2008,70.01,70.67,67.36,78.18,44.61,26.63,54.0,44.46,73.23,78.38,48.56,88.81,0.007255825,0.10362212,1.9526224,2947314,9944,7.5000414281097,3.32087090389268,2,64.7129592895508,0,0
ALB,2009,69.65,70.99,66.98,78.18,44.25,26.04,52.88,44.74,73.01,78.15,47.92,89.53,0.013993825,,,2927519,10347,3.35428935222038,2.2669220945083,2,67.2889785766602,0,0
ALB,2010,70.06,70.94,67.07,78.61,44.46,25.33,52.86,45.42,74.74,79.82,50.14,89.92,0.049629475,,,2913021,10784,3.70693815038592,3.62604695579817,2,68.8407363891602,0,0
ALB,2011,69.89,70.72,67.04,78.47,44.53,25.22,53.12,45.37,74.91,79.91,49.98,90.51,0.04157115,,,2905195,11088,2.54540614450104,3.42912324722164,2,65.1550674438477,0,0
ALB,2012,69.67,70.75,67.01,78.06,44.34,24.28,53.02,45.31,75.96,80.9,50.73,91.06,0.030671075,,,2900401,11264,1.417242800379,2.03159268395298,2,62.676441192627,0,0
ALB,2013,64.35,65.52,68.56,68.54,43.23,23.71,54.03,42.41,76.55,81.69,50.73,91.71,0.062332075,,,2895092,11398,1.00201754037133,1.93762080205227,2,65.5138931274414,0,0
ALB,2014,64.96,65.31,68.95,68.92,43.5,24.95,54.2,42.55,77.73,82.35,53.78,91.93,0.078604325,,,2889104,11624,1.77444885497087,1.62586504402607,2,67.689697265625,0,0
ALB,2015,65.21,65.77,68.97,69.61,43.5,25.56,54.2,42.51,79.16,83.9,54.85,92.31,0.0724609,,,2880703,11916,2.21872637165328,3.50120835492656,2,68.4393157958984,0,0
ALB,2016,64.85,65.74,69.0,69.39,43.37,24.04,54.23,42.44,76.66,80.81,53.93,92.68,0.084599575,,,2876101,12331,3.31498068405152,-0.367317209784628,2,65.9083404541016,0,0
ALB,2017,66.23,64.95,70.12,71.0,44.0,26.76,54.04,43.32,77.19,80.63,57.07,92.9,0.07267065,,,2873457,12812,3.80222740018748,2.0605984592022,2,66.4833602905273,0,0
ALB,2018,65.46,64.78,69.77,69.89,42.91,27.06,51.52,43.31,79.45,83.77,55.91,93.51,0.031617975,0.027856566,1.5847586,2866376,13366,4.01935968580831,2.02805963071136,2,66.1216201782227,0,0
ALB,2019,64.3,64.25,69.47,67.97,43.48,27.57,52.73,43.36,78.84,82.72,56.81,93.78,0.049852275,,,2854191,13724,2.11341998165848,1.41109078954248,1,66.3382720947266,0,0
ARE,2000,19.77,28.62,7.95,36.94,59.52,26.46,64.3,64.17,65.12,65.63,53.19,97.84,0.0435168,,,3134067,71241,10.8527042125986,,0,61.7783470153809,0,0
ARE,2001,19.61,28.67,8.01,36.91,59.4,23.49,64.34,64.32,66.35,65.77,58.76,97.85,0.007427975,,,3302722,71780,1.3990850303263,,0,62.9534759521484,0,0
ARE,2002,18.07,28.5,7.92,34.52,58.93,18.63,64.28,64.09,66.35,64.96,61.86,97.91,0.0145847,,,3478769,73044,2.43345681036156,,0,62.9458389282227,0,0
ARE,2003,18.04,28.86,8.13,34.52,56.26,21.98,57.92,64.07,67.01,65.28,64.04,97.96,0.026141475,,,3711931,78071,8.80054081486432,,0,63.7177734375,0,0
ARE,2004,16.22,30.9,8.48,30.52,56.52,23.58,58.15,63.97,71.82,71.31,64.18,97.98,0.0165599,,,4068577,81971,9.56643663716162,,0,64.2585525512695,0,0
ARE,2005,16.55,31.05,7.89,30.75,57.21,28.64,59.03,63.86,72.12,70.67,68.75,97.79,0.0063401,,,4588222,80228,4.85514119630905,,0,66.2431182861328,0,0
ARE,2006,22.72,30.9,40.79,31.49,58.22,33.72,59.01,65.09,71.02,70.29,64.19,98.12,0.049742275,,,5300172,86426,9.83731977348489,,0,67.9824752807617,0,0
ARE,2007,23.55,31.41,40.82,33.48,62.5,32.1,63.75,69.48,69.85,68.94,63.74,98.07,0.019363075,,,6168846,76620,3.1843901736724,,0,69.5788040161133,0,0
ARE,2008,23.88,31.36,40.79,33.79,63.43,39.7,64.11,69.67,71.79,70.78,66.4,97.83,0.032116,,,7089486,68798,3.19183627610384,12.250420244814,0,71.3027038574219,0,0
ARE,2009,23.91,31.36,40.71,33.93,62.6,25.0,64.07,70.23,73.93,73.89,64.8,97.85,0.0045354,,,7917368,58375,-5.2429219066759,1.56181317449067,0,70.5950088500977,0,0
ARE,2010,24.02,31.24,40.88,34.78,62.73,28.77,64.1,70.1,74.93,73.95,69.8,97.56,0.02442035,,,8549998,54922,1.60285004825521,0.877983288285896,0,70.802619934082,0,0
ARE,2011,25.98,31.46,45.43,33.15,61.58,22.89,62.77,69.85,74.28,73.91,66.29,97.7,0.0782836,,,8946778,56123,6.92850859932253,0.877346595685083,0,71.3445816040039,0,0
ARE,2012,25.81,31.39,45.46,33.01,61.76,21.27,62.79,70.52,70.99,69.27,68.76,97.62,0.083122425,,,9141598,57391,4.48379198460323,0.662268900269082,0,73.4391250610352,0,0
ARE,2013,27.14,35.55,45.51,33.24,60.27,21.31,59.25,70.56,71.08,69.99,65.79,97.67,0.073570425,,,9197908,59922,5.05307785501631,1.10111836375706,0,73.92626953125,0,0
ARE,2014,26.78,35.45,45.54,33.05,60.04,19.7,59.07,70.63,74.78,74.46,66.99,97.63,0.070289825,,,9214182,62379,4.41008525984844,2.34626865671643,0,73.9719543457031,0,0
ARE,2015,28.18,35.38,47.42,34.02,59.79,15.91,59.0,70.7,77.4,76.45,72.32,97.61,0.01856245,,,9262896,65219,5.06033486435939,4.06996608361598,0,74.4082641601562,0,0
ARE,2016,28.24,35.26,47.89,33.93,59.56,14.18,59.04,70.64,76.84,76.91,67.62,97.6,0.033064925,,,9360975,66511,2.98421609131721,1.61748808904192,0,74.2191314697266,0,0
ARE,2017,26.64,35.31,47.89,30.92,60.84,15.86,61.46,70.62,77.98,77.18,72.26,97.84,0.09542245,,,9487206,67184,2.37355105709227,1.96682557818839,0,74.7745513916016,0,0
ARE,2018,26.42,35.4,47.77,30.47,60.88,17.81,61.48,70.4,76.03,75.97,67.37,98.09,0.086291375,,,9630966,66968,1.18985564163665,3.06863379251994,0,75.4992752075195,0,0
ARE,2019,26.58,35.69,47.66,30.8,60.32,17.33,61.5,69.46,82.44,83.55,69.17,98.24,0.044216575,,,9770526,67119,3.41153868634566,-1.93108114782171,0,75.7825317382812,0,0
ARG,2000,83.29,60.28,85.69,91.85,51.94,21.4,56.46,57.22,76.14,77.87,62.75,93.48,0.115667075,,,36870796,18625,-0.78899893905691,,2,66.2210083007812,0,0
ARG,2001,83.79,63.96,85.72,91.78,52.03,21.22,56.45,57.26,75.89,78.16,60.25,93.8,0.100885825,,,37275644,17611,-4.40883968258557,,2,65.5392150878906,0,0
ARG,2002,83.27,63.55,85.87,90.62,51.73,21.25,56.16,57.13,75.85,77.91,60.52,94.41,0.07586955,,,37681743,15523,-10.8944848285903,,2,65.5147018432617,0,0
ARG,2003,81.56,63.62,85.63,87.25,54.31,25.44,60.32,57.8,75.05,76.64,61.09,94.75,0.065302875,,,38087866,16715,8.83704079576924,,2,66.3706817626953,0,0
ARG,2004,80.84,63.86,85.57,85.81,55.35,29.04,60.4,59.11,74.94,76.42,61.12,95.02,0.080365125,,,38491970,18033,9.02957330068152,,2,67.2019729614258,0,0
ARG,2005,79.68,62.35,83.99,85.67,55.43,30.11,60.41,59.18,76.31,76.95,66.29,95.19,0.0510696,,,38892924,19426,8.85165992013437,,2,66.2993545532227,0,0
ARG,2006,79.87,62.25,84.16,85.64,55.6,29.73,60.55,59.29,75.08,75.99,63.19,95.63,0.0525772,0.17599495,2.220036,39289876,20778,8.04715150043027,,2,66.2899703979492,0,0
ARG,2007,79.1,60.64,83.28,85.67,55.67,30.24,60.64,59.36,74.47,75.46,62.49,95.9,0.10877915,,,39684303,22424,9.00765087504757,,2,67.795280456543,0,0
ARG,2008,78.63,59.53,83.26,84.81,55.58,30.2,60.44,59.38,75.21,76.16,63.31,96.11,0.093100925,,,40080159,23103,4.05723310346406,,2,67.2483291625977,0,0
ARG,2009,77.7,59.2,82.52,84.55,55.52,29.57,60.22,59.52,75.85,76.73,63.99,96.48,0.21870965,,,40482786,21520,-5.91852507634947,,2,68.2758712768555,0,0
ARG,2010,77.42,59.94,82.58,83.46,55.48,29.98,60.2,59.52,77.32,77.78,67.22,96.94,0.277003425,,,40788453,23521,10.1253981561002,,2,67.757209777832,0,0
ARG,2011,77.78,57.95,84.05,83.39,55.78,30.72,60.29,59.72,77.85,79.13,63.95,97.26,0.13604025,,,41261490,24648,6.00395169280579,,2,67.1139068603516,0,0
ARG,2012,77.56,57.73,83.99,83.25,55.93,31.73,60.37,59.78,78.22,79.56,64.12,97.44,0.0999685,,,41733271,24119,-1.0264204544321,,2,65.481803894043,0,0
ARG,2013,78.94,57.83,85.87,83.94,53.18,32.5,60.14,54.66,78.93,80.37,64.59,97.57,0.114983825,0.19854753,2.1107044,42202935,24424,2.40532378079436,,2,66.0415802001953,0,0
ARG,2014,79.19,58.79,85.95,84.36,53.35,33.43,60.25,54.71,79.08,80.61,64.1,97.89,0.089887825,,,42669500,23550,-2.51261532081394,,2,66.3506622314453,0,0
ARG,2015,77.75,61.12,83.26,82.85,55.08,34.66,60.37,57.75,80.08,81.06,67.34,97.89,0.120720225,,,43131966,23934,2.73115982828944,,2,65.9404373168945,0,0
ARG,2016,78.94,67.79,83.26,82.26,55.85,32.02,60.88,59.3,78.6,80.45,62.02,98.06,0.06227735,,,43590368,23190,-2.08032784377811,,2,67.0673599243164,0,0
ARG,2017,78.88,65.74,85.95,80.5,55.9,31.58,60.91,59.29,80.3,81.41,66.6,98.12,0.059636175,0.2010431,2.0317881,44044811,23597,2.81850297775918,,2,69.6358489990234,0,0
ARG,2018,78.88,61.46,86.57,82.09,55.24,30.81,59.77,59.09,78.42,80.33,61.87,98.22,0.1114013,,,44494502,22759,-2.61739646282038,,2,70.9746704101562,0,0
ARG,2019,78.63,61.72,86.22,81.14,55.2,30.69,59.97,58.98,80.05,81.45,65.78,98.21,0.14268875,,,44938712,22064,-2.0259342366392,,2,70.0952301025391,0,0
ARM,2000,51.15,30.69,59.36,66.36,33.12,28.28,35.21,38.54,74.42,78.09,54.17,91.58,0.116722325,,,3069597,4048,5.90000000312092,-0.790883768934766,1,50.1574897766113,0,0
ARM,2001,51.42,30.78,59.56,66.5,30.3,28.31,37.77,30.94,76.1,78.3,61.14,93.16,0.038199375,,,3050686,4464,9.59999999927597,3.14590464685019,1,51.7314376831055,0,0
ARM,2002,51.37,30.74,59.88,65.84,31.67,28.66,40.77,30.88,74.65,75.84,63.83,92.72,0.025746075,,,3033976,5082,13.1999999979356,1.06004929341667,1,51.8127899169922,0,0
ARM,2003,48.25,31.12,52.26,66.01,31.29,20.55,40.91,31.34,73.98,75.24,61.71,94.39,0.02858525,,,3017938,5824,14.0000000015501,4.72155336605342,1,53.1306495666504,0,0
ARM,2004,47.98,31.24,52.26,65.7,31.39,22.12,41.01,31.24,77.77,79.91,61.91,94.93,0.014561475,,,3000715,6472,10.4999999988202,6.96126135875792,1,54.706298828125,0,0
ARM,2005,48.25,31.34,52.2,65.77,31.41,22.91,40.83,31.27,74.79,78.44,52.41,95.61,0.0047686,,,2981262,7420,13.8999999991133,0.638928002410126,1,55.5336074829102,0,0
ARM,2006,48.14,31.43,52.14,66.05,31.61,24.08,40.98,31.33,78.11,80.46,60.76,95.78,0.026417175,,,2958301,8464,13.1999999994661,2.89235662459002,1,56.9294128417969,0,0
ARM,2007,48.8,32.04,53.84,66.01,31.74,25.05,41.01,31.39,78.91,80.34,65.08,96.12,0.001989225,,,2932615,9708,13.7000000015467,4.40736089644519,1,58.7522659301758,0,0
ARM,2008,45.17,32.49,50.18,60.86,33.71,25.45,41.16,35.03,78.2,79.89,63.21,96.35,0.014260425,0.20733814,2.4110856,2907615,10468,6.90000000042959,8.94995335353386,1,58.6806411743164,0,0
ARM,2009,47.4,32.13,50.79,65.41,34.6,26.22,42.63,35.34,82.75,85.94,62.16,96.51,0.046246625,,,2888094,9052,-14.1000000006998,3.40676682683799,1,60.6776504516602,0,0
ARM,2010,48.69,32.06,50.65,68.66,35.92,26.05,45.68,35.26,79.4,82.48,58.78,96.9,0.006038575,,,2877314,9286,2.2000000002151,8.17636138473956,1,62.0877113342285,0,0
ARM,2011,49.36,32.49,50.82,69.91,35.97,26.92,45.67,35.2,78.15,79.86,63.02,96.83,0.00644,0.11022963,2.176698,2876536,9725,4.69999999867412,7.6500080785929,1,62.9014511108398,0,0
ARM,2012,50.68,32.56,54.81,69.08,36.01,27.41,45.76,35.14,79.25,80.99,63.97,96.95,0.01732945,,,2884239,10398,7.20000000096486,2.55802007757907,1,66.2067413330078,0,0
ARM,2013,49.38,35.07,53.17,66.43,36.25,37.13,44.74,35.0,77.09,79.26,60.15,96.88,0.003722525,,,2897593,10691,3.3,5.78966778544654,1,66.4040069580078,0,0
ARM,2014,49.38,34.99,53.64,65.89,36.52,36.91,45.32,35.06,76.51,78.5,60.0,96.98,0.025764075,,,2912403,11020,3.60000000058993,2.98130868933673,1,67.2878265380859,0,0
ARM,2015,49.47,35.02,52.9,67.07,35.7,36.36,43.76,34.81,76.35,77.96,60.97,97.4,0.019259975,,,2925559,11321,3.19999999896625,3.73169119261695,1,67.4606628417969,0,0
ARM,2016,49.8,34.85,53.08,67.78,35.22,38.01,42.32,34.85,76.51,78.55,59.45,97.33,0.01331255,,,2936147,11303,0.199999999825991,-1.40360755900906,1,67.4126052856445,0,0
ARM,2017,53.41,35.11,59.18,68.54,37.01,36.25,44.42,36.73,77.51,79.3,61.51,97.22,0.057848775,,,2944789,12115,7.50000000164144,0.969553268816231,1,67.7494049072266,0,0
ARM,2018,67.47,58.36,68.12,77.59,47.88,37.64,53.9,49.24,78.07,80.57,59.38,97.63,0.0443135,0.24995957,1.9324706,2951741,12715,5.19999999965324,2.52023382001631,1,68.124382019043,0,0
ARM,2019,71.41,61.43,68.39,82.71,56.94,38.52,61.49,59.72,79.51,81.47,62.85,97.77,0.03169115,,,2957728,13654,7.59999999853918,1.44344660770702,1,68.3606491088867,0,0
AUS,2000,93.69,89.29,92.38,92.73,89.05,61.67,91.33,91.85,85.46,86.76,71.45,98.61,0.0495621,,,19153000,38462,3.91242773271188,4.45743514797225,3,77.0441589355469,0,0
AUS,2001,93.36,89.32,91.61,92.8,88.81,58.07,91.48,91.83,84.16,86.9,64.53,97.88,0.032127725,,,19413000,38680,2.0383007317353,4.4071353620147,3,77.8273162841797,0,0
AUS,2002,92.91,89.49,91.7,91.52,89.02,59.51,91.57,91.84,84.55,87.44,64.76,97.84,0.028022075,,,19651400,39739,4.01452665375521,2.98157453936349,3,77.0738220214844,0,0
AUS,2003,92.78,89.39,91.55,91.47,89.13,59.88,91.7,91.8,85.19,88.13,65.15,97.9,0.094549425,,,19895400,40424,3.11032510902798,2.73259596616783,3,77.9395294189453,0,1
AUS,2004,92.8,89.08,91.61,91.42,89.17,61.62,91.68,91.78,85.34,88.58,64.13,97.91,0.0182234,,,20127400,41578,4.20544688686265,2.34325522482587,3,78.0895843505859,0,0
AUS,2005,92.83,89.17,91.41,91.54,89.14,61.47,91.54,91.8,87.39,89.12,71.48,98.74,0.0263982,0.46137902,2.3138006,20394800,42348,3.16033832510615,2.69183168316831,3,78.2181701660156,0,0
AUS,2006,92.89,89.32,91.53,91.5,89.03,60.44,91.6,91.81,85.93,89.21,64.4,97.91,0.021708975,,,20697900,42894,2.72689344585038,3.55528773727028,3,79.1605072021484,0,0
AUS,2007,94.1,89.03,93.84,91.73,89.01,60.98,91.56,91.75,86.55,89.94,64.71,97.93,0.0080975,,,20827600,44266,3.7684875158189,2.32761128891476,3,80.6165084838867,0,0
AUS,2008,94.16,89.22,93.81,91.76,89.31,56.04,92.84,91.79,86.38,89.97,63.18,97.96,0.0674716,,,21249200,44975,3.57701487814776,4.35029854990047,3,79.7567367553711,0,0
AUS,2009,94.05,89.34,93.93,91.76,89.01,52.08,92.81,91.96,86.4,90.23,62.83,97.82,0.030812825,,,21691700,44910,1.8668320701176,1.77111716621252,3,80.0208892822266,0,0
AUS,2010,95.62,89.97,96.19,92.77,87.94,52.16,90.54,91.88,88.33,90.6,70.36,98.77,0.0545996,,,22031750,45131,2.17233709101625,2.91834002677376,3,80.735725402832,0,0
AUS,2011,95.59,89.46,96.04,92.73,87.93,54.36,90.14,91.9,87.37,91.21,62.78,98.79,0.0826035,,,22340024,45605,2.46974629381731,3.30385015608744,3,80.8385543823242,0,0
AUS,2012,95.48,89.68,96.07,92.82,88.15,55.57,90.31,91.87,87.5,91.61,62.14,98.85,0.048742675,0.51814008,2.1539695,22733465,46571,3.91736246328504,1.76278015613193,3,80.4750747680664,0,0
AUS,2013,93.44,91.36,93.23,90.97,83.98,55.36,89.42,84.86,86.02,89.94,61.26,98.94,0.014966025,,,23128129,46960,2.60021188065653,2.44988864142539,3,79.9546966552734,0,0
AUS,2014,93.36,91.53,93.17,90.55,83.7,56.02,88.68,84.84,85.97,89.75,61.55,98.97,0.035981225,,,23475686,47437,2.56293152083389,2.48792270531403,3,80.3934860229492,0,0
AUS,2015,93.77,91.36,93.43,90.38,82.28,56.41,85.3,84.9,87.87,89.71,71.5,99.04,0.056755675,,,23815995,47784,2.17220475337416,1.50836672165921,3,80.4200286865234,0,0
AUS,2016,93.71,92.11,93.78,90.43,83.22,56.29,87.35,84.87,86.08,89.89,62.0,99.08,0.078054975,,,24190907,48347,2.74164306864724,1.27699094497328,3,81.1169052124023,0,0
AUS,2017,92.58,91.99,93.84,88.46,85.95,58.76,87.64,89.54,87.77,89.65,71.72,98.99,0.1036953,,,24601860,48633,2.29592694694063,1.94864740944522,3,81.3494338989258,0,0
AUS,2018,91.89,90.83,93.84,87.52,86.72,59.64,89.12,89.55,86.82,90.9,62.31,98.16,0.05626065,0.48936543,2.1567953,24982688,49304,2.87097248021668,1.91140094445692,3,81.3574447631836,0,0
AUS,2019,87.98,90.86,90.23,81.78,86.03,57.68,87.81,89.64,88.68,90.95,71.58,98.06,0.07901525,,,25365745,49612,2.11314942462376,1.61076787290379,3,81.3779449462891,0,0
AUT,2000,86.66,76.9,87.07,90.33,74.44,48.53,77.45,77.84,83.29,82.19,78.98,98.26,0.032895375,,,8011566,46551,3.37572214708479,2.34486285357277,3,85.7747421264648,0,0
AUT,2001,86.49,77.24,87.16,90.22,74.74,52.83,77.38,77.85,84.53,82.34,84.75,98.3,0.02987505,,,8042293,46961,1.26716818922992,2.65000077279529,3,86.275260925293,0,0
AUT,2002,86.52,77.1,86.8,90.31,74.35,50.04,77.0,77.85,87.15,85.69,84.47,98.45,0.0252916,,,8081957,47503,1.65155392186669,1.81035787764132,3,84.2743530273438,0,0
AUT,2003,86.52,77.12,86.89,90.22,74.49,49.54,77.52,77.78,87.08,85.5,85.04,98.28,0.05831835,,,8121423,47717,0.941470920725337,1.35555370896445,3,85.8928375244141,0,0
AUT,2004,86.63,77.12,86.89,90.19,74.45,48.89,77.31,77.94,83.95,81.44,85.21,98.43,0.0205159,,,8171966,48719,2.73512022241023,2.06120618032866,3,86.3544616699219,0,0
AUT,2005,86.52,76.98,86.89,90.24,74.27,47.39,77.31,77.9,83.57,81.98,81.43,98.14,0.032372425,,,8227829,49474,2.24406532463878,2.29913785639285,3,86.6921997070312,0,0
AUT,2006,87.76,77.1,88.92,90.29,74.25,47.14,77.28,77.81,87.21,85.9,84.06,98.37,0.032910675,,,8268641,50930,3.45404183614122,1.44154851119019,3,86.9497451782227,0,0
AUT,2007,88.15,79.07,88.94,90.22,74.41,48.33,77.51,77.8,87.09,85.7,83.95,98.44,0.021806075,,,8295487,52657,3.72741530093519,2.16855528800755,3,87.9920501708984,0,0
AUT,2008,88.15,79.09,88.92,90.67,74.46,49.91,77.34,77.8,86.8,85.43,83.69,98.36,0.019968775,0.36358705,1.9199023,8321496,53259,1.4604236757386,3.21595033239883,3,88.1240692138672,0,0
AUT,2009,87.92,79.45,88.74,90.5,74.38,46.85,77.52,78.03,86.33,85.14,82.88,98.43,0.009128275,,,8343323,51120,-3.76457817791677,0.506308827696486,3,87.4787750244141,0,0
AUT,2010,88.01,79.31,89.0,90.17,74.46,47.07,77.7,77.89,86.88,85.93,82.41,98.23,0.0182542,,,8363404,51934,1.83709367680054,1.81353438995065,3,87.2170028686523,0,0
AUT,2011,88.09,79.12,88.97,89.96,74.31,47.54,77.44,77.87,87.24,86.08,83.25,98.32,0.008471725,,,8391643,53273,2.92279728368581,3.28657914875376,3,87.6414260864258,0,0
AUT,2012,88.26,78.92,89.0,90.57,74.34,48.44,77.32,77.88,86.9,85.79,82.97,98.35,0.108008925,,,8429991,53391,0.680445576816723,2.48567562177017,3,87.8549728393555,0,0
AUT,2013,88.01,79.05,88.65,90.15,78.45,49.34,77.85,85.07,86.42,85.15,83.29,98.27,0.11561745,,,8479823,53091,0.0255047121972183,2.00015616900603,3,87.6545944213867,0,0
AUT,2014,87.79,78.88,88.77,90.12,78.52,49.88,77.83,85.08,86.49,85.27,83.09,98.29,0.066946725,,,8546356,53026,0.661272848852605,1.60581182954471,3,88.5516967773438,0,0
AUT,2015,87.95,79.07,88.83,90.12,78.34,51.14,77.29,85.01,86.41,84.99,83.78,98.31,0.1065999,,,8642699,52967,1.01450158590511,0.896563335260302,3,88.1626968383789,0,0
AUT,2016,85.61,79.79,83.75,90.15,77.98,47.67,77.29,84.98,86.88,85.67,82.94,98.52,0.131397375,,,8736668,53439,1.98943716230463,0.891591752655335,3,88.1994781494141,0,0
AUT,2017,86.24,79.79,85.69,89.32,77.75,48.01,77.32,84.37,87.39,85.88,84.65,98.59,0.07878915,,,8797566,54343,2.25857243250671,2.08126911385587,3,88.5043334960938,0,0
AUT,2018,83.84,77.94,85.51,84.98,75.27,49.28,71.53,84.39,89.64,88.71,84.97,98.57,0.040402825,0.51188117,2.28352,8840521,55474,2.50159511872086,1.99837981429546,3,88.4041748046875,0,0
